,Dia,Mes,Year,RangoHora,Aforo,HoraDes,HoraHas,FechaDes,FechaHas,Festivo
266,2,3,2016,9-14 ,,9,14 ,2016-03-02 09:00:00,2016-03-02 13:59:00,False
267,2,3,2016,14-18 ,,14,18 ,2016-03-02 14:00:00,2016-03-02 17:59:00,False
268,2,3,2016,18-20 ,,18,20 ,2016-03-02 18:00:00,2016-03-02 19:59:00,False
269,2,3,2016,20-24 ,,20,24 ,2016-03-02 20:00:00,2016-03-02 23:59:00,False
270,3,3,2016,0-6,,0,6,2016-03-03 00:00:00,2016-03-03 05:59:00,False
271,3,3,2016,6-9,,6,9,2016-03-03 06:00:00,2016-03-03 08:59:00,False
272,3,3,2016,9-14 ,,9,14 ,2016-03-03 09:00:00,2016-03-03 13:59:00,False
273,3,3,2016,14-18 ,,14,18 ,2016-03-03 14:00:00,2016-03-03 17:59:00,False
274,3,3,2016,18-20 ,,18,20 ,2016-03-03 18:00:00,2016-03-03 19:59:00,False
275,3,3,2016,20-24 ,,20,24 ,2016-03-03 20:00:00,2016-03-03 23:59:00,False
276,4,3,2016,0-6,,0,6,2016-03-04 00:00:00,2016-03-04 05:59:00,False
277,4,3,2016,6-9,,6,9,2016-03-04 06:00:00,2016-03-04 08:59:00,False
278,4,3,2016,9-14 ,,9,14 ,2016-03-04 09:00:00,2016-03-04 13:59:00,False
279,4,3,2016,14-18 ,,14,18 ,2016-03-04 14:00:00,2016-03-04 17:59:00,False
280,4,3,2016,18-20 ,,18,20 ,2016-03-04 18:00:00,2016-03-04 19:59:00,False
281,4,3,2016,20-24 ,,20,24 ,2016-03-04 20:00:00,2016-03-04 23:59:00,False
282,5,3,2016,0-6,,0,6,2016-03-05 00:00:00,2016-03-05 05:59:00,False
283,5,3,2016,6-9,,6,9,2016-03-05 06:00:00,2016-03-05 08:59:00,False
284,5,3,2016,9-14 ,,9,14 ,2016-03-05 09:00:00,2016-03-05 13:59:00,False
285,5,3,2016,14-18 ,,14,18 ,2016-03-05 14:00:00,2016-03-05 17:59:00,False
286,5,3,2016,18-20 ,,18,20 ,2016-03-05 18:00:00,2016-03-05 19:59:00,False
287,5,3,2016,20-24 ,,20,24 ,2016-03-05 20:00:00,2016-03-05 23:59:00,False
288,6,3,2016,0-6,,0,6,2016-03-06 00:00:00,2016-03-06 05:59:00,False
289,6,3,2016,6-9,,6,9,2016-03-06 06:00:00,2016-03-06 08:59:00,False
290,6,3,2016,9-14 ,,9,14 ,2016-03-06 09:00:00,2016-03-06 13:59:00,False
291,6,3,2016,14-18 ,,14,18 ,2016-03-06 14:00:00,2016-03-06 17:59:00,False
292,6,3,2016,18-20 ,,18,20 ,2016-03-06 18:00:00,2016-03-06 19:59:00,False
293,6,3,2016,20-24 ,,20,24 ,2016-03-06 20:00:00,2016-03-06 23:59:00,False
294,7,3,2016,0-6,,0,6,2016-03-07 00:00:00,2016-03-07 05:59:00,False
295,7,3,2016,6-9,,6,9,2016-03-07 06:00:00,2016-03-07 08:59:00,False
296,7,3,2016,9-14 ,,9,14 ,2016-03-07 09:00:00,2016-03-07 13:59:00,False
297,7,3,2016,14-18 ,,14,18 ,2016-03-07 14:00:00,2016-03-07 17:59:00,False
298,7,3,2016,18-20 ,,18,20 ,2016-03-07 18:00:00,2016-03-07 19:59:00,False
299,7,3,2016,20-24 ,,20,24 ,2016-03-07 20:00:00,2016-03-07 23:59:00,False
300,9,3,2016,0-6,,0,6,2016-03-09 00:00:00,2016-03-09 05:59:00,False
301,9,3,2016,6-9,,6,9,2016-03-09 06:00:00,2016-03-09 08:59:00,False
302,9,3,2016,9-14 ,,9,14 ,2016-03-09 09:00:00,2016-03-09 13:59:00,False
303,9,3,2016,14-18 ,,14,18 ,2016-03-09 14:00:00,2016-03-09 17:59:00,False
304,9,3,2016,18-20 ,,18,20 ,2016-03-09 18:00:00,2016-03-09 19:59:00,False
305,9,3,2016,20-24 ,,20,24 ,2016-03-09 20:00:00,2016-03-09 23:59:00,False
306,10,3,2016,0-6,,0,6,2016-03-10 00:00:00,2016-03-10 05:59:00,False
307,10,3,2016,6-9,,6,9,2016-03-10 06:00:00,2016-03-10 08:59:00,False
308,10,3,2016,9-14 ,,9,14 ,2016-03-10 09:00:00,2016-03-10 13:59:00,False
309,10,3,2016,14-18 ,,14,18 ,2016-03-10 14:00:00,2016-03-10 17:59:00,False
310,10,3,2016,18-20 ,,18,20 ,2016-03-10 18:00:00,2016-03-10 19:59:00,False
311,10,3,2016,20-24 ,,20,24 ,2016-03-10 20:00:00,2016-03-10 23:59:00,False
312,11,3,2016,0-6,,0,6,2016-03-11 00:00:00,2016-03-11 05:59:00,False
313,11,3,2016,6-9,,6,9,2016-03-11 06:00:00,2016-03-11 08:59:00,False
314,11,3,2016,9-14 ,,9,14 ,2016-03-11 09:00:00,2016-03-11 13:59:00,False
315,11,3,2016,14-18 ,,14,18 ,2016-03-11 14:00:00,2016-03-11 17:59:00,False
316,11,3,2016,18-20 ,,18,20 ,2016-03-11 18:00:00,2016-03-11 19:59:00,False
317,11,3,2016,20-24 ,,20,24 ,2016-03-11 20:00:00,2016-03-11 23:59:00,False
318,12,3,2016,0-6,,0,6,2016-03-12 00:00:00,2016-03-12 05:59:00,False
319,12,3,2016,6-9,,6,9,2016-03-12 06:00:00,2016-03-12 08:59:00,False
320,12,3,2016,9-14 ,,9,14 ,2016-03-12 09:00:00,2016-03-12 13:59:00,False
321,12,3,2016,14-18 ,,14,18 ,2016-03-12 14:00:00,2016-03-12 17:59:00,False
322,12,3,2016,18-20 ,,18,20 ,2016-03-12 18:00:00,2016-03-12 19:59:00,False
323,12,3,2016,20-24 ,,20,24 ,2016-03-12 20:00:00,2016-03-12 23:59:00,False
324,13,3,2016,0-6,,0,6,2016-03-13 00:00:00,2016-03-13 05:59:00,False
325,13,3,2016,6-9,,6,9,2016-03-13 06:00:00,2016-03-13 08:59:00,False
326,13,3,2016,9-14 ,,9,14 ,2016-03-13 09:00:00,2016-03-13 13:59:00,False
327,13,3,2016,14-18 ,,14,18 ,2016-03-13 14:00:00,2016-03-13 17:59:00,False
328,13,3,2016,18-20 ,,18,20 ,2016-03-13 18:00:00,2016-03-13 19:59:00,False
329,13,3,2016,20-24 ,,20,24 ,2016-03-13 20:00:00,2016-03-13 23:59:00,False
330,14,3,2016,0-6,,0,6,2016-03-14 00:00:00,2016-03-14 05:59:00,False
331,14,3,2016,6-9,,6,9,2016-03-14 06:00:00,2016-03-14 08:59:00,False
332,14,3,2016,9-14 ,,9,14 ,2016-03-14 09:00:00,2016-03-14 13:59:00,False
333,14,3,2016,14-18 ,,14,18 ,2016-03-14 14:00:00,2016-03-14 17:59:00,False
334,14,3,2016,18-20 ,,18,20 ,2016-03-14 18:00:00,2016-03-14 19:59:00,False
335,14,3,2016,20-24 ,,20,24 ,2016-03-14 20:00:00,2016-03-14 23:59:00,False
336,16,3,2016,0-6,,0,6,2016-03-16 00:00:00,2016-03-16 05:59:00,False
337,16,3,2016,6-9,,6,9,2016-03-16 06:00:00,2016-03-16 08:59:00,False
338,16,3,2016,9-14 ,,9,14 ,2016-03-16 09:00:00,2016-03-16 13:59:00,False
339,16,3,2016,14-18 ,,14,18 ,2016-03-16 14:00:00,2016-03-16 17:59:00,False
340,16,3,2016,18-20 ,,18,20 ,2016-03-16 18:00:00,2016-03-16 19:59:00,False
341,16,3,2016,20-24 ,,20,24 ,2016-03-16 20:00:00,2016-03-16 23:59:00,False
342,17,3,2016,0-6,,0,6,2016-03-17 00:00:00,2016-03-17 05:59:00,False
343,17,3,2016,6-9,,6,9,2016-03-17 06:00:00,2016-03-17 08:59:00,False
344,17,3,2016,9-14 ,,9,14 ,2016-03-17 09:00:00,2016-03-17 13:59:00,False
345,17,3,2016,14-18 ,,14,18 ,2016-03-17 14:00:00,2016-03-17 17:59:00,False
346,17,3,2016,18-20 ,,18,20 ,2016-03-17 18:00:00,2016-03-17 19:59:00,False
347,17,3,2016,20-24 ,,20,24 ,2016-03-17 20:00:00,2016-03-17 23:59:00,False
348,18,3,2016,0-6,,0,6,2016-03-18 00:00:00,2016-03-18 05:59:00,False
349,18,3,2016,6-9,,6,9,2016-03-18 06:00:00,2016-03-18 08:59:00,False
350,18,3,2016,9-14 ,,9,14 ,2016-03-18 09:00:00,2016-03-18 13:59:00,False
351,18,3,2016,14-18 ,,14,18 ,2016-03-18 14:00:00,2016-03-18 17:59:00,False
352,18,3,2016,18-20 ,,18,20 ,2016-03-18 18:00:00,2016-03-18 19:59:00,False
353,18,3,2016,20-24 ,,20,24 ,2016-03-18 20:00:00,2016-03-18 23:59:00,False
354,19,3,2016,0-6,,0,6,2016-03-19 00:00:00,2016-03-19 05:59:00,False
355,19,3,2016,6-9,,6,9,2016-03-19 06:00:00,2016-03-19 08:59:00,False
356,19,3,2016,9-14 ,,9,14 ,2016-03-19 09:00:00,2016-03-19 13:59:00,False
357,19,3,2016,14-18 ,,14,18 ,2016-03-19 14:00:00,2016-03-19 17:59:00,False
358,19,3,2016,18-20 ,,18,20 ,2016-03-19 18:00:00,2016-03-19 19:59:00,False
359,19,3,2016,20-24 ,,20,24 ,2016-03-19 20:00:00,2016-03-19 23:59:00,False
360,20,3,2016,0-6,,0,6,2016-03-20 00:00:00,2016-03-20 05:59:00,False
361,20,3,2016,6-9,,6,9,2016-03-20 06:00:00,2016-03-20 08:59:00,False
362,20,3,2016,9-14 ,,9,14 ,2016-03-20 09:00:00,2016-03-20 13:59:00,False
363,20,3,2016,14-18 ,,14,18 ,2016-03-20 14:00:00,2016-03-20 17:59:00,False
364,20,3,2016,18-20 ,,18,20 ,2016-03-20 18:00:00,2016-03-20 19:59:00,False
365,20,3,2016,20-24 ,,20,24 ,2016-03-20 20:00:00,2016-03-20 23:59:00,False
366,21,3,2016,0-6,,0,6,2016-03-21 00:00:00,2016-03-21 05:59:00,True
367,21,3,2016,6-9,,6,9,2016-03-21 06:00:00,2016-03-21 08:59:00,True
368,21,3,2016,9-14 ,,9,14 ,2016-03-21 09:00:00,2016-03-21 13:59:00,True
369,21,3,2016,14-18 ,,14,18 ,2016-03-21 14:00:00,2016-03-21 17:59:00,True
370,21,3,2016,18-20 ,,18,20 ,2016-03-21 18:00:00,2016-03-21 19:59:00,True
371,21,3,2016,20-24 ,,20,24 ,2016-03-21 20:00:00,2016-03-21 23:59:00,True
372,24,3,2016,0-6,,0,6,2016-03-24 00:00:00,2016-03-24 05:59:00,True
373,24,3,2016,6-9,,6,9,2016-03-24 06:00:00,2016-03-24 08:59:00,True
374,24,3,2016,9-14 ,,9,14 ,2016-03-24 09:00:00,2016-03-24 13:59:00,True
375,24,3,2016,14-18 ,,14,18 ,2016-03-24 14:00:00,2016-03-24 17:59:00,True
376,24,3,2016,18-20 ,,18,20 ,2016-03-24 18:00:00,2016-03-24 19:59:00,True
377,24,3,2016,20-24 ,,20,24 ,2016-03-24 20:00:00,2016-03-24 23:59:00,True
378,25,3,2016,0-6,,0,6,2016-03-25 00:00:00,2016-03-25 05:59:00,True
379,25,3,2016,6-9,,6,9,2016-03-25 06:00:00,2016-03-25 08:59:00,True
380,25,3,2016,9-14 ,,9,14 ,2016-03-25 09:00:00,2016-03-25 13:59:00,True
381,25,3,2016,14-18 ,,14,18 ,2016-03-25 14:00:00,2016-03-25 17:59:00,True
382,25,3,2016,18-20 ,,18,20 ,2016-03-25 18:00:00,2016-03-25 19:59:00,True
383,25,3,2016,20-24 ,,20,24 ,2016-03-25 20:00:00,2016-03-25 23:59:00,True
384,26,3,2016,0-6,,0,6,2016-03-26 00:00:00,2016-03-26 05:59:00,False
385,26,3,2016,6-9,,6,9,2016-03-26 06:00:00,2016-03-26 08:59:00,False
386,26,3,2016,9-14 ,,9,14 ,2016-03-26 09:00:00,2016-03-26 13:59:00,False
387,26,3,2016,14-18 ,,14,18 ,2016-03-26 14:00:00,2016-03-26 17:59:00,False
388,26,3,2016,18-20 ,,18,20 ,2016-03-26 18:00:00,2016-03-26 19:59:00,False
389,26,3,2016,20-24 ,,20,24 ,2016-03-26 20:00:00,2016-03-26 23:59:00,False
390,28,3,2016,0-6,,0,6,2016-03-28 00:00:00,2016-03-28 05:59:00,False
391,28,3,2016,6-9,,6,9,2016-03-28 06:00:00,2016-03-28 08:59:00,False
392,28,3,2016,9-14 ,,9,14 ,2016-03-28 09:00:00,2016-03-28 13:59:00,False
393,28,3,2016,14-18 ,,14,18 ,2016-03-28 14:00:00,2016-03-28 17:59:00,False
394,28,3,2016,18-20 ,,18,20 ,2016-03-28 18:00:00,2016-03-28 19:59:00,False
395,28,3,2016,20-24 ,,20,24 ,2016-03-28 20:00:00,2016-03-28 23:59:00,False
396,29,3,2016,0-6,,0,6,2016-03-29 00:00:00,2016-03-29 05:59:00,False
397,29,3,2016,6-9,,6,9,2016-03-29 06:00:00,2016-03-29 08:59:00,False
398,29,3,2016,9-14 ,,9,14 ,2016-03-29 09:00:00,2016-03-29 13:59:00,False
399,29,3,2016,14-18 ,,14,18 ,2016-03-29 14:00:00,2016-03-29 17:59:00,False
400,29,3,2016,18-20 ,,18,20 ,2016-03-29 18:00:00,2016-03-29 19:59:00,False
401,29,3,2016,20-24 ,,20,24 ,2016-03-29 20:00:00,2016-03-29 23:59:00,False
402,30,3,2016,0-6,,0,6,2016-03-30 00:00:00,2016-03-30 05:59:00,False
403,30,3,2016,6-9,,6,9,2016-03-30 06:00:00,2016-03-30 08:59:00,False
404,30,3,2016,9-14 ,,9,14 ,2016-03-30 09:00:00,2016-03-30 13:59:00,False
405,30,3,2016,14-18 ,,14,18 ,2016-03-30 14:00:00,2016-03-30 17:59:00,False
406,30,3,2016,18-20 ,,18,20 ,2016-03-30 18:00:00,2016-03-30 19:59:00,False
407,30,3,2016,20-24 ,,20,24 ,2016-03-30 20:00:00,2016-03-30 23:59:00,False
408,31,3,2016,0-6,,0,6,2016-03-31 00:00:00,2016-03-31 05:59:00,False
409,31,3,2016,6-9,,6,9,2016-03-31 06:00:00,2016-03-31 08:59:00,False
410,31,3,2016,9-14 ,,9,14 ,2016-03-31 09:00:00,2016-03-31 13:59:00,False
411,31,3,2016,14-18 ,,14,18 ,2016-03-31 14:00:00,2016-03-31 17:59:00,False
412,31,3,2016,18-20 ,,18,20 ,2016-03-31 18:00:00,2016-03-31 19:59:00,False
413,31,3,2016,20-24 ,,20,24 ,2016-03-31 20:00:00,2016-03-31 23:59:00,False
414,1,4,2016,0-6,,0,6,2016-04-01 00:00:00,2016-04-01 05:59:00,False
415,1,4,2016,6-9,,6,9,2016-04-01 06:00:00,2016-04-01 08:59:00,False
416,1,4,2016,9-14 ,,9,14 ,2016-04-01 09:00:00,2016-04-01 13:59:00,False
417,1,4,2016,14-18 ,,14,18 ,2016-04-01 14:00:00,2016-04-01 17:59:00,False
418,1,4,2016,18-20 ,,18,20 ,2016-04-01 18:00:00,2016-04-01 19:59:00,False
419,1,4,2016,20-24 ,,20,24 ,2016-04-01 20:00:00,2016-04-01 23:59:00,False
420,2,4,2016,0-6,,0,6,2016-04-02 00:00:00,2016-04-02 05:59:00,False
421,2,4,2016,6-9,,6,9,2016-04-02 06:00:00,2016-04-02 08:59:00,False
422,2,4,2016,9-14 ,,9,14 ,2016-04-02 09:00:00,2016-04-02 13:59:00,False
423,2,4,2016,14-18 ,,14,18 ,2016-04-02 14:00:00,2016-04-02 17:59:00,False
424,2,4,2016,18-20 ,,18,20 ,2016-04-02 18:00:00,2016-04-02 19:59:00,False
425,2,4,2016,20-24 ,,20,24 ,2016-04-02 20:00:00,2016-04-02 23:59:00,False
426,3,4,2016,0-6,,0,6,2016-04-03 00:00:00,2016-04-03 05:59:00,False
427,3,4,2016,6-9,,6,9,2016-04-03 06:00:00,2016-04-03 08:59:00,False
428,3,4,2016,9-14 ,,9,14 ,2016-04-03 09:00:00,2016-04-03 13:59:00,False
429,3,4,2016,14-18 ,,14,18 ,2016-04-03 14:00:00,2016-04-03 17:59:00,False
430,3,4,2016,18-20 ,,18,20 ,2016-04-03 18:00:00,2016-04-03 19:59:00,False
431,3,4,2016,20-24 ,,20,24 ,2016-04-03 20:00:00,2016-04-03 23:59:00,False
432,6,4,2016,0-6,,0,6,2016-04-06 00:00:00,2016-04-06 05:59:00,False
433,6,4,2016,6-9,,6,9,2016-04-06 06:00:00,2016-04-06 08:59:00,False
434,6,4,2016,9-14 ,,9,14 ,2016-04-06 09:00:00,2016-04-06 13:59:00,False
435,6,4,2016,14-18 ,,14,18 ,2016-04-06 14:00:00,2016-04-06 17:59:00,False
436,6,4,2016,18-20 ,,18,20 ,2016-04-06 18:00:00,2016-04-06 19:59:00,False
437,6,4,2016,20-24 ,,20,24 ,2016-04-06 20:00:00,2016-04-06 23:59:00,False
438,7,4,2016,0-6,,0,6,2016-04-07 00:00:00,2016-04-07 05:59:00,False
439,7,4,2016,6-9,,6,9,2016-04-07 06:00:00,2016-04-07 08:59:00,False
440,7,4,2016,9-14 ,,9,14 ,2016-04-07 09:00:00,2016-04-07 13:59:00,False
441,7,4,2016,14-18 ,,14,18 ,2016-04-07 14:00:00,2016-04-07 17:59:00,False
442,7,4,2016,18-20 ,,18,20 ,2016-04-07 18:00:00,2016-04-07 19:59:00,False
443,7,4,2016,20-24 ,,20,24 ,2016-04-07 20:00:00,2016-04-07 23:59:00,False
444,8,4,2016,0-6,,0,6,2016-04-08 00:00:00,2016-04-08 05:59:00,False
445,8,4,2016,6-9,,6,9,2016-04-08 06:00:00,2016-04-08 08:59:00,False
446,8,4,2016,9-14 ,,9,14 ,2016-04-08 09:00:00,2016-04-08 13:59:00,False
447,8,4,2016,14-18 ,,14,18 ,2016-04-08 14:00:00,2016-04-08 17:59:00,False
448,8,4,2016,18-20 ,,18,20 ,2016-04-08 18:00:00,2016-04-08 19:59:00,False
449,8,4,2016,20-24 ,,20,24 ,2016-04-08 20:00:00,2016-04-08 23:59:00,False
450,9,4,2016,0-6,,0,6,2016-04-09 00:00:00,2016-04-09 05:59:00,False
451,9,4,2016,6-9,,6,9,2016-04-09 06:00:00,2016-04-09 08:59:00,False
452,9,4,2016,9-14 ,,9,14 ,2016-04-09 09:00:00,2016-04-09 13:59:00,False
453,9,4,2016,14-18 ,,14,18 ,2016-04-09 14:00:00,2016-04-09 17:59:00,False
454,9,4,2016,18-20 ,,18,20 ,2016-04-09 18:00:00,2016-04-09 19:59:00,False
455,9,4,2016,20-24 ,,20,24 ,2016-04-09 20:00:00,2016-04-09 23:59:00,False
456,10,4,2016,0-6,,0,6,2016-04-10 00:00:00,2016-04-10 05:59:00,False
457,10,4,2016,6-9,,6,9,2016-04-10 06:00:00,2016-04-10 08:59:00,False
458,10,4,2016,9-14 ,,9,14 ,2016-04-10 09:00:00,2016-04-10 13:59:00,False
459,10,4,2016,14-18 ,,14,18 ,2016-04-10 14:00:00,2016-04-10 17:59:00,False
460,10,4,2016,18-20 ,,18,20 ,2016-04-10 18:00:00,2016-04-10 19:59:00,False
461,10,4,2016,20-24 ,,20,24 ,2016-04-10 20:00:00,2016-04-10 23:59:00,False
462,11,4,2016,0-6,,0,6,2016-04-11 00:00:00,2016-04-11 05:59:00,False
463,11,4,2016,6-9,,6,9,2016-04-11 06:00:00,2016-04-11 08:59:00,False
464,11,4,2016,9-14 ,,9,14 ,2016-04-11 09:00:00,2016-04-11 13:59:00,False
465,11,4,2016,14-18 ,,14,18 ,2016-04-11 14:00:00,2016-04-11 17:59:00,False
466,11,4,2016,18-20 ,,18,20 ,2016-04-11 18:00:00,2016-04-11 19:59:00,False
467,11,4,2016,20-24 ,,20,24 ,2016-04-11 20:00:00,2016-04-11 23:59:00,False
468,12,4,2016,0-6,,0,6,2016-04-12 00:00:00,2016-04-12 05:59:00,False
469,12,4,2016,6-9,,6,9,2016-04-12 06:00:00,2016-04-12 08:59:00,False
470,12,4,2016,9-14 ,,9,14 ,2016-04-12 09:00:00,2016-04-12 13:59:00,False
471,12,4,2016,14-18 ,,14,18 ,2016-04-12 14:00:00,2016-04-12 17:59:00,False
472,12,4,2016,18-20 ,,18,20 ,2016-04-12 18:00:00,2016-04-12 19:59:00,False
473,12,4,2016,20-24 ,,20,24 ,2016-04-12 20:00:00,2016-04-12 23:59:00,False
474,13,4,2016,0-6,,0,6,2016-04-13 00:00:00,2016-04-13 05:59:00,False
475,13,4,2016,6-9,,6,9,2016-04-13 06:00:00,2016-04-13 08:59:00,False
476,13,4,2016,9-14 ,,9,14 ,2016-04-13 09:00:00,2016-04-13 13:59:00,False
477,13,4,2016,14-18 ,,14,18 ,2016-04-13 14:00:00,2016-04-13 17:59:00,False
478,13,4,2016,18-20 ,,18,20 ,2016-04-13 18:00:00,2016-04-13 19:59:00,False
479,13,4,2016,20-24 ,,20,24 ,2016-04-13 20:00:00,2016-04-13 23:59:00,False
480,14,4,2016,0-6,,0,6,2016-04-14 00:00:00,2016-04-14 05:59:00,False
481,14,4,2016,6-9,,6,9,2016-04-14 06:00:00,2016-04-14 08:59:00,False
482,14,4,2016,9-14 ,,9,14 ,2016-04-14 09:00:00,2016-04-14 13:59:00,False
483,14,4,2016,14-18 ,,14,18 ,2016-04-14 14:00:00,2016-04-14 17:59:00,False
484,14,4,2016,18-20 ,,18,20 ,2016-04-14 18:00:00,2016-04-14 19:59:00,False
485,14,4,2016,20-24 ,,20,24 ,2016-04-14 20:00:00,2016-04-14 23:59:00,False
486,15,4,2016,0-6,,0,6,2016-04-15 00:00:00,2016-04-15 05:59:00,False
487,15,4,2016,6-9,,6,9,2016-04-15 06:00:00,2016-04-15 08:59:00,False
488,15,4,2016,9-14 ,,9,14 ,2016-04-15 09:00:00,2016-04-15 13:59:00,False
489,15,4,2016,14-18 ,,14,18 ,2016-04-15 14:00:00,2016-04-15 17:59:00,False
490,15,4,2016,18-20 ,,18,20 ,2016-04-15 18:00:00,2016-04-15 19:59:00,False
491,15,4,2016,20-24 ,,20,24 ,2016-04-15 20:00:00,2016-04-15 23:59:00,False
492,16,4,2016,0-6,,0,6,2016-04-16 00:00:00,2016-04-16 05:59:00,False
493,16,4,2016,6-9,,6,9,2016-04-16 06:00:00,2016-04-16 08:59:00,False
494,16,4,2016,9-14 ,,9,14 ,2016-04-16 09:00:00,2016-04-16 13:59:00,False
495,16,4,2016,14-18 ,,14,18 ,2016-04-16 14:00:00,2016-04-16 17:59:00,False
496,16,4,2016,18-20 ,,18,20 ,2016-04-16 18:00:00,2016-04-16 19:59:00,False
497,16,4,2016,20-24 ,,20,24 ,2016-04-16 20:00:00,2016-04-16 23:59:00,False
498,17,4,2016,0-6,,0,6,2016-04-17 00:00:00,2016-04-17 05:59:00,False
499,17,4,2016,6-9,,6,9,2016-04-17 06:00:00,2016-04-17 08:59:00,False
500,17,4,2016,9-14 ,,9,14 ,2016-04-17 09:00:00,2016-04-17 13:59:00,False
501,17,4,2016,14-18 ,,14,18 ,2016-04-17 14:00:00,2016-04-17 17:59:00,False
502,17,4,2016,18-20 ,,18,20 ,2016-04-17 18:00:00,2016-04-17 19:59:00,False
503,17,4,2016,20-24 ,,20,24 ,2016-04-17 20:00:00,2016-04-17 23:59:00,False
504,18,4,2016,0-6,,0,6,2016-04-18 00:00:00,2016-04-18 05:59:00,False
505,18,4,2016,6-9,,6,9,2016-04-18 06:00:00,2016-04-18 08:59:00,False
506,18,4,2016,9-14 ,,9,14 ,2016-04-18 09:00:00,2016-04-18 13:59:00,False
507,18,4,2016,14-18 ,,14,18 ,2016-04-18 14:00:00,2016-04-18 17:59:00,False
508,18,4,2016,18-20 ,,18,20 ,2016-04-18 18:00:00,2016-04-18 19:59:00,False
509,18,4,2016,20-24 ,,20,24 ,2016-04-18 20:00:00,2016-04-18 23:59:00,False
510,19,4,2016,0-6,,0,6,2016-04-19 00:00:00,2016-04-19 05:59:00,False
511,19,4,2016,6-9,,6,9,2016-04-19 06:00:00,2016-04-19 08:59:00,False
512,19,4,2016,9-14 ,,9,14 ,2016-04-19 09:00:00,2016-04-19 13:59:00,False
513,19,4,2016,14-18 ,,14,18 ,2016-04-19 14:00:00,2016-04-19 17:59:00,False
514,19,4,2016,18-20 ,,18,20 ,2016-04-19 18:00:00,2016-04-19 19:59:00,False
515,19,4,2016,20-24 ,,20,24 ,2016-04-19 20:00:00,2016-04-19 23:59:00,False
516,20,4,2016,0-6,,0,6,2016-04-20 00:00:00,2016-04-20 05:59:00,False
517,20,4,2016,6-9,,6,9,2016-04-20 06:00:00,2016-04-20 08:59:00,False
518,20,4,2016,9-14 ,,9,14 ,2016-04-20 09:00:00,2016-04-20 13:59:00,False
519,20,4,2016,14-18 ,,14,18 ,2016-04-20 14:00:00,2016-04-20 17:59:00,False
520,20,4,2016,18-20 ,,18,20 ,2016-04-20 18:00:00,2016-04-20 19:59:00,False
521,20,4,2016,20-24 ,,20,24 ,2016-04-20 20:00:00,2016-04-20 23:59:00,False
522,21,4,2016,0-6,,0,6,2016-04-21 00:00:00,2016-04-21 05:59:00,False
523,21,4,2016,6-9,,6,9,2016-04-21 06:00:00,2016-04-21 08:59:00,False
524,21,4,2016,9-14 ,,9,14 ,2016-04-21 09:00:00,2016-04-21 13:59:00,False
525,21,4,2016,14-18 ,,14,18 ,2016-04-21 14:00:00,2016-04-21 17:59:00,False
526,21,4,2016,18-20 ,,18,20 ,2016-04-21 18:00:00,2016-04-21 19:59:00,False
527,21,4,2016,20-24 ,,20,24 ,2016-04-21 20:00:00,2016-04-21 23:59:00,False
528,22,4,2016,0-6,,0,6,2016-04-22 00:00:00,2016-04-22 05:59:00,False
529,22,4,2016,6-9,,6,9,2016-04-22 06:00:00,2016-04-22 08:59:00,False
530,22,4,2016,9-14 ,,9,14 ,2016-04-22 09:00:00,2016-04-22 13:59:00,False
531,22,4,2016,14-18 ,,14,18 ,2016-04-22 14:00:00,2016-04-22 17:59:00,False
532,22,4,2016,18-20 ,,18,20 ,2016-04-22 18:00:00,2016-04-22 19:59:00,False
533,22,4,2016,20-24 ,,20,24 ,2016-04-22 20:00:00,2016-04-22 23:59:00,False
534,23,4,2016,0-6,,0,6,2016-04-23 00:00:00,2016-04-23 05:59:00,False
535,23,4,2016,6-9,,6,9,2016-04-23 06:00:00,2016-04-23 08:59:00,False
536,23,4,2016,9-14 ,,9,14 ,2016-04-23 09:00:00,2016-04-23 13:59:00,False
537,23,4,2016,14-18 ,,14,18 ,2016-04-23 14:00:00,2016-04-23 17:59:00,False
538,23,4,2016,18-20 ,,18,20 ,2016-04-23 18:00:00,2016-04-23 19:59:00,False
539,23,4,2016,20-24 ,,20,24 ,2016-04-23 20:00:00,2016-04-23 23:59:00,False
540,24,4,2016,0-6,,0,6,2016-04-24 00:00:00,2016-04-24 05:59:00,False
541,24,4,2016,6-9,,6,9,2016-04-24 06:00:00,2016-04-24 08:59:00,False
542,24,4,2016,9-14 ,,9,14 ,2016-04-24 09:00:00,2016-04-24 13:59:00,False
543,24,4,2016,14-18 ,,14,18 ,2016-04-24 14:00:00,2016-04-24 17:59:00,False
544,24,4,2016,18-20 ,,18,20 ,2016-04-24 18:00:00,2016-04-24 19:59:00,False
545,24,4,2016,20-24 ,,20,24 ,2016-04-24 20:00:00,2016-04-24 23:59:00,False
546,25,4,2016,0-6,,0,6,2016-04-25 00:00:00,2016-04-25 05:59:00,False
547,25,4,2016,6-9,,6,9,2016-04-25 06:00:00,2016-04-25 08:59:00,False
548,25,4,2016,9-14 ,,9,14 ,2016-04-25 09:00:00,2016-04-25 13:59:00,False
549,25,4,2016,14-18 ,,14,18 ,2016-04-25 14:00:00,2016-04-25 17:59:00,False
550,25,4,2016,18-20 ,,18,20 ,2016-04-25 18:00:00,2016-04-25 19:59:00,False
551,25,4,2016,20-24 ,,20,24 ,2016-04-25 20:00:00,2016-04-25 23:59:00,False
